index,name,ext,folder,rde_name,rde_folder
408,,,field_room,jac_b16i.prd,work\cdrom\map\mapbin
409,,,field_room,dem_04.ctd,work\cdrom\map\mapbin
410,,,field_room,dem_05.bin,work\cdrom\map\mapbin
411,,,field_room,hid_a02f.prd,work\cdrom\map\mapbin
412,,,field_room,dem_05.ctd,work\cdrom\map\mapbin
413,,,field_room,dem_06.bin,work\cdrom\map\mapbin
414,,,field_room,hid_a10f.prd,work\cdrom\map\mapbin
415,,,field_room,dem_06.ctd,work\cdrom\map\mapbin
416,,,field_room,dem_07.bin,work\cdrom\map\mapbin
417,,,field_room,tel_b04f.prd,work\cdrom\map\mapbin
418,,,field_room,dem_07.ctd,work\cdrom\map\mapbin
419,,,field_room,dem_08.bin,work\cdrom\map\mapbin
420,,,field_room,tel_b02f.prd,work\cdrom\map\mapbin
421,,,field_room,dem_08.ctd,work\cdrom\map\mapbin
422,,,field_room,dem_09.bin,work\cdrom\map\mapbin
423,,,field_room,kji_b05i.prd,work\cdrom\map\mapbin
424,,,field_room,dem_09.ctd,work\cdrom\map\mapbin
425,,,field_room,dem_10.bin,work\cdrom\map\mapbin
426,,,field_room,you_b08f.prd,work\cdrom\map\mapbin
427,,,field_room,dem_10.ctd,work\cdrom\map\mapbin
428,,,field_room,dem_11.bin,work\cdrom\map\mapbin
429,,,field_room,mis_b03e.prd,work\cdrom\map\mapbin
430,,,field_room,dem_11.ctd,work\cdrom\map\mapbin
431,,,field_room,dem_12.bin,work\cdrom\map\mapbin
432,,,field_room,test.prd,work\cdrom\map\mapbin
433,,,field_room,dem_12.ctd,work\cdrom\map\mapbin
434,,,field_room,opn_a01i.bin,work\cdrom\map\mapbin
435,,,field_room,ryu_a24i.prd,work\cdrom\map\mapbin
436,,,field_room,opn_a01i.ctd,work\cdrom\map\mapbin
437,,,field_room,opn_a02i.bin,work\cdrom\map\mapbin
438,,,field_room,ryu_a25i.prd,work\cdrom\map\mapbin
439,,,field_room,opn_a02i.ctd,work\cdrom\map\mapbin
440,,,field_room,opn_a03i.bin,work\cdrom\map\mapbin
441,,,field_room,ryu_a26i.prd,work\cdrom\map\mapbin
442,,,field_room,opn_a03i.ctd,work\cdrom\map\mapbin
443,,,field_room,opn_a04i.bin,work\cdrom\map\mapbin
444,,,field_room,ryu_a27i.prd,work\cdrom\map\mapbin
445,,,field_room,opn_a04i.ctd,work\cdrom\map\mapbin
446,,,field_room,opn_a05i.bin,work\cdrom\map\mapbin
447,,,field_room,ryu_a28i.prd,work\cdrom\map\mapbin
448,,,field_room,opn_a05i.ctd,work\cdrom\map\mapbin
449,,,field_room,alu_a01f.bin,work\cdrom\map\mapbin
450,,,field_room,alu_a01f.prd,work\cdrom\map\mapbin
451,,,field_room,alu_a01f.ctd,work\cdrom\map\mapbin
452,,,field_room,alu_b01f.bin,work\cdrom\map\mapbin
453,,,field_room,alu_a01f.prd,work\cdrom\map\mapbin
454,,,field_room,alu_b01f.ctd,work\cdrom\map\mapbin
455,,,field_room,alu_a02i.bin,work\cdrom\map\mapbin
456,,,field_room,alu_a02i.prd,work\cdrom\map\mapbin
457,,,field_room,alu_a02i.ctd,work\cdrom\map\mapbin
458,,,field_room,alu_b02i.bin,work\cdrom\map\mapbin
459,,,field_room,alu_b02i.prd,work\cdrom\map\mapbin
460,,,field_room,alu_b02i.ctd,work\cdrom\map\mapbin
461,,,field_room,alu_a03i.bin,work\cdrom\map\mapbin
462,,,field_room,alu_a03i.prd,work\cdrom\map\mapbin
463,,,field_room,alu_a03i.ctd,work\cdrom\map\mapbin
464,,,field_room,alu_b03i.bin,work\cdrom\map\mapbin
465,,,field_room,alu_a03i.prd,work\cdrom\map\mapbin
466,,,field_room,alu_b03i.ctd,work\cdrom\map\mapbin
467,,,field_room,alu_a04f.bin,work\cdrom\map\mapbin
468,,,field_room,alu_a04f.prd,work\cdrom\map\mapbin
469,,,field_room,alu_a04f.ctd,work\cdrom\map\mapbin
470,,,field_room,alu_b04f.bin,work\cdrom\map\mapbin
471,,,field_room,alu_a04f.prd,work\cdrom\map\mapbin
472,,,field_room,alu_b04f.ctd,work\cdrom\map\mapbin
473,,,field_room,alu_a05i.bin,work\cdrom\map\mapbin
474,,,field_room,alu_a05i.prd,work\cdrom\map\mapbin
475,,,field_room,alu_a05i.ctd,work\cdrom\map\mapbin
476,,,field_room,alu_b05i.bin,work\cdrom\map\mapbin
477,,,field_room,alu_a05i.prd,work\cdrom\map\mapbin
478,,,field_room,alu_b05i.ctd,work\cdrom\map\mapbin
479,,,field_room,alu_a06f.bin,work\cdrom\map\mapbin
480,,,field_room,alu_a06f.prd,work\cdrom\map\mapbin
481,,,field_room,alu_a06f.ctd,work\cdrom\map\mapbin
482,,,field_room,alu_b06f.bin,work\cdrom\map\mapbin
483,,,field_room,alu_a06f.prd,work\cdrom\map\mapbin
484,,,field_room,alu_b06f.ctd,work\cdrom\map\mapbin
485,,,field_room,alu_a07i.bin,work\cdrom\map\mapbin
486,,,field_room,alu_a07i.prd,work\cdrom\map\mapbin
487,,,field_room,alu_a07i.ctd,work\cdrom\map\mapbin
488,,,field_room,alu_b07i.bin,work\cdrom\map\mapbin
489,,,field_room,alu_b07i.prd,work\cdrom\map\mapbin
490,,,field_room,alu_b07i.ctd,work\cdrom\map\mapbin
491,,,field_room,alu_a08i.bin,work\cdrom\map\mapbin
492,,,field_room,alu_a08i.prd,work\cdrom\map\mapbin
493,,,field_room,alu_a08i.ctd,work\cdrom\map\mapbin
494,,,field_room,alu_b08i.bin,work\cdrom\map\mapbin
495,,,field_room,alu_b08i.prd,work\cdrom\map\mapbin
496,,,field_room,alu_b08i.ctd,work\cdrom\map\mapbin
497,,,field_room,alu_a09i.bin,work\cdrom\map\mapbin
498,,,field_room,alu_a09i.prd,work\cdrom\map\mapbin
499,,,field_room,alu_a09i.ctd,work\cdrom\map\mapbin
500,,,field_room,alu_b09i.bin,work\cdrom\map\mapbin
501,,,field_room,alu_b09i.prd,work\cdrom\map\mapbin
502,,,field_room,alu_b09i.ctd,work\cdrom\map\mapbin
503,,,field_room,alu_a10i.bin,work\cdrom\map\mapbin
504,,,field_room,alu_a10i.prd,work\cdrom\map\mapbin
505,,,field_room,alu_a10i.ctd,work\cdrom\map\mapbin
506,,,field_room,alu_b10i.bin,work\cdrom\map\mapbin
507,,,field_room,alu_a10i.prd,work\cdrom\map\mapbin
508,,,field_room,alu_b10i.ctd,work\cdrom\map\mapbin
509,,,field_room,alu_a11i.bin,work\cdrom\map\mapbin
510,,,field_room,alu_a11i.prd,work\cdrom\map\mapbin
511,,,field_room,alu_a11i.ctd,work\cdrom\map\mapbin
512,,,field_room,alu_b11i.bin,work\cdrom\map\mapbin
513,,,field_room,alu_a11i.prd,work\cdrom\map\mapbin
514,,,field_room,alu_b11i.ctd,work\cdrom\map\mapbin
515,,,field_room,alu_a12e.bin,work\cdrom\map\mapbin
516,,,field_room,alu_a12e.prd,work\cdrom\map\mapbin
517,,,field_room,alu_a12e.ctd,work\cdrom\map\mapbin
518,,,field_room,opa_a01f.bin,work\cdrom\map\mapbin
519,,,field_room,opa_a01f.prd,work\cdrom\map\mapbin
520,,,field_room,opa_a01f.ctd,work\cdrom\map\mapbin
521,,,field_room,opa_b01f.bin,work\cdrom\map\mapbin
522,,,field_room,opa_a01f.prd,work\cdrom\map\mapbin
523,,,field_room,opa_b01f.ctd,work\cdrom\map\mapbin
524,,,field_room,opa_a02f.bin,work\cdrom\map\mapbin
525,,,field_room,opa_a02f.prd,work\cdrom\map\mapbin
526,,,field_room,opa_a02f.ctd,work\cdrom\map\mapbin
527,,,field_room,opa_b02f.bin,work\cdrom\map\mapbin
528,,,field_room,opa_a02f.prd,work\cdrom\map\mapbin
529,,,field_room,opa_b02f.ctd,work\cdrom\map\mapbin
530,,,field_room,opa_a03f.bin,work\cdrom\map\mapbin
531,,,field_room,opa_a03f.prd,work\cdrom\map\mapbin
532,,,field_room,opa_a03f.ctd,work\cdrom\map\mapbin
533,,,field_room,opa_b03f.bin,work\cdrom\map\mapbin
534,,,field_room,opa_a03f.prd,work\cdrom\map\mapbin
535,,,field_room,opa_b03f.ctd,work\cdrom\map\mapbin
536,,,field_room,opa_a04f.bin,work\cdrom\map\mapbin
537,,,field_room,opa_a04f.prd,work\cdrom\map\mapbin
538,,,field_room,opa_a04f.ctd,work\cdrom\map\mapbin
539,,,field_room,opa_b04f.bin,work\cdrom\map\mapbin
540,,,field_room,opa_a04f.prd,work\cdrom\map\mapbin
541,,,field_room,opa_b04f.ctd,work\cdrom\map\mapbin
542,,,field_room,mis_a01f.bin,work\cdrom\map\mapbin
543,,,field_room,mis_a01f.prd,work\cdrom\map\mapbin
544,,,field_room,mis_a01f.ctd,work\cdrom\map\mapbin
545,,,field_room,mis_b01f.bin,work\cdrom\map\mapbin
546,,,field_room,mis_a01f.prd,work\cdrom\map\mapbin
547,,,field_room,mis_b01f.ctd,work\cdrom\map\mapbin
548,,,field_room,mis_a02f.bin,work\cdrom\map\mapbin
549,,,field_room,mis_a02f.prd,work\cdrom\map\mapbin
550,,,field_room,mis_a02f.ctd,work\cdrom\map\mapbin
551,,,field_room,mis_b02f.bin,work\cdrom\map\mapbin
552,,,field_room,mis_a02f.prd,work\cdrom\map\mapbin
553,,,field_room,mis_b02f.ctd,work\cdrom\map\mapbin
554,,,field_room,mis_b02e.bin,work\cdrom\map\mapbin
555,,,field_room,mis_b02e.prd,work\cdrom\map\mapbin
556,,,field_room,mis_b02e.ctd,work\cdrom\map\mapbin
557,,,field_room,mis_a03f.bin,work\cdrom\map\mapbin
558,,,field_room,mis_a03f.prd,work\cdrom\map\mapbin
559,,,field_room,mis_a03f.ctd,work\cdrom\map\mapbin
560,,,field_room,mis_b03f.bin,work\cdrom\map\mapbin
561,,,field_room,mis_a03f.prd,work\cdrom\map\mapbin
562,,,field_room,mis_b03f.ctd,work\cdrom\map\mapbin
563,,,field_room,mis_b03e.bin,work\cdrom\map\mapbin
564,,,field_room,mis_b03e.prd,work\cdrom\map\mapbin
565,,,field_room,mis_b03e.ctd,work\cdrom\map\mapbin
566,,,field_room,obo_a01f.bin,work\cdrom\map\mapbin
567,,,field_room,obo_a01f.prd,work\cdrom\map\mapbin
568,,,field_room,obo_a01f.ctd,work\cdrom\map\mapbin
569,,,field_room,obo_b01f.bin,work\cdrom\map\mapbin
570,,,field_room,obo_a01f.prd,work\cdrom\map\mapbin
571,,,field_room,obo_b01f.ctd,work\cdrom\map\mapbin
572,,,field_room,obo_a02f.bin,work\cdrom\map\mapbin
573,,,field_room,obo_a02f.prd,work\cdrom\map\mapbin
574,,,field_room,obo_a02f.ctd,work\cdrom\map\mapbin
575,,,field_room,obo_b02f.bin,work\cdrom\map\mapbin
576,,,field_room,obo_a02f.prd,work\cdrom\map\mapbin
577,,,field_room,obo_b02f.ctd,work\cdrom\map\mapbin
578,,,field_room,obo_b03f.bin,work\cdrom\map\mapbin
579,,,field_room,obo_a01f.prd,work\cdrom\map\mapbin
580,,,field_room,obo_b03f.ctd,work\cdrom\map\mapbin
581,,,field_room,tel_a01f.bin,work\cdrom\map\mapbin
582,,,field_room,tel_a01f.prd,work\cdrom\map\mapbin
583,,,field_room,tel_a01f.ctd,work\cdrom\map\mapbin
584,,,field_room,tel_b01f.bin,work\cdrom\map\mapbin
585,,,field_room,tel_b01f.prd,work\cdrom\map\mapbin
586,,,field_room,tel_b01f.ctd,work\cdrom\map\mapbin
587,,,field_room,tel_a02f.bin,work\cdrom\map\mapbin
588,,,field_room,tel_a02f.prd,work\cdrom\map\mapbin
589,,,field_room,tel_a02f.ctd,work\cdrom\map\mapbin
590,,,field_room,tel_b02f.bin,work\cdrom\map\mapbin
591,,,field_room,tel_b02f.prd,work\cdrom\map\mapbin
592,,,field_room,tel_b02f.ctd,work\cdrom\map\mapbin
593,,,field_room,tel_a03f.bin,work\cdrom\map\mapbin
594,,,field_room,tel_a03f.prd,work\cdrom\map\mapbin
595,,,field_room,tel_a03f.ctd,work\cdrom\map\mapbin
596,,,field_room,tel_b03f.bin,work\cdrom\map\mapbin
597,,,field_room,tel_b03f.prd,work\cdrom\map\mapbin
598,,,field_room,tel_b03f.ctd,work\cdrom\map\mapbin
599,,,field_room,tel_a04f.bin,work\cdrom\map\mapbin
600,,,field_room,tel_a04f.prd,work\cdrom\map\mapbin
601,,,field_room,tel_a04f.ctd,work\cdrom\map\mapbin
602,,,field_room,tel_b04f.bin,work\cdrom\map\mapbin
603,,,field_room,tel_b04f.prd,work\cdrom\map\mapbin
604,,,field_room,tel_b04f.ctd,work\cdrom\map\mapbin
605,,,field_room,tel_a05f.bin,work\cdrom\map\mapbin
606,,,field_room,tel_a05f.prd,work\cdrom\map\mapbin
607,,,field_room,tel_a05f.ctd,work\cdrom\map\mapbin
608,,,field_room,tel_b05f.bin,work\cdrom\map\mapbin
609,,,field_room,tel_b05f.prd,work\cdrom\map\mapbin
610,,,field_room,tel_b05f.ctd,work\cdrom\map\mapbin
611,,,field_room,tel_a06i.bin,work\cdrom\map\mapbin
612,,,field_room,tel_a06i.prd,work\cdrom\map\mapbin
613,,,field_room,tel_a06i.ctd,work\cdrom\map\mapbin
614,,,field_room,tel_b06i.bin,work\cdrom\map\mapbin
615,,,field_room,tel_b06i.prd,work\cdrom\map\mapbin
616,,,field_room,tel_b06i.ctd,work\cdrom\map\mapbin
617,,,field_room,tel_a07i.bin,work\cdrom\map\mapbin
618,,,field_room,tel_a07i.prd,work\cdrom\map\mapbin
619,,,field_room,tel_a07i.ctd,work\cdrom\map\mapbin
620,,,field_room,tel_b07i.bin,work\cdrom\map\mapbin
621,,,field_room,tel_b07i.prd,work\cdrom\map\mapbin
622,,,field_room,tel_b07i.ctd,work\cdrom\map\mapbin
623,,,field_room,tel_a08i.bin,work\cdrom\map\mapbin
624,,,field_room,tel_a08i.prd,work\cdrom\map\mapbin
625,,,field_room,tel_a08i.ctd,work\cdrom\map\mapbin
626,,,field_room,tel_b08i.bin,work\cdrom\map\mapbin
627,,,field_room,tel_a08i.prd,work\cdrom\map\mapbin
628,,,field_room,tel_b08i.ctd,work\cdrom\map\mapbin
629,,,field_room,tel_a09i.bin,work\cdrom\map\mapbin
630,,,field_room,tel_a09i.prd,work\cdrom\map\mapbin
631,,,field_room,tel_a09i.ctd,work\cdrom\map\mapbin
632,,,field_room,tel_b09i.bin,work\cdrom\map\mapbin
633,,,field_room,tel_b09i.prd,work\cdrom\map\mapbin
634,,,field_room,tel_b09i.ctd,work\cdrom\map\mapbin
635,,,field_room,tel_a10i.bin,work\cdrom\map\mapbin
636,,,field_room,tel_a10i.prd,work\cdrom\map\mapbin
637,,,field_room,tel_a10i.ctd,work\cdrom\map\mapbin
638,,,field_room,tel_b10i.bin,work\cdrom\map\mapbin
639,,,field_room,tel_b10i.prd,work\cdrom\map\mapbin
640,,,field_room,tel_b10i.ctd,work\cdrom\map\mapbin
641,,,field_room,tel_a11i.bin,work\cdrom\map\mapbin
642,,,field_room,tel_a11i.prd,work\cdrom\map\mapbin
643,,,field_room,tel_a11i.ctd,work\cdrom\map\mapbin
644,,,field_room,tel_b11i.bin,work\cdrom\map\mapbin
645,,,field_room,tel_b11i.prd,work\cdrom\map\mapbin
646,,,field_room,tel_b11i.ctd,work\cdrom\map\mapbin
647,,,field_room,tel_a12i.bin,work\cdrom\map\mapbin
648,,,field_room,tel_a12i.prd,work\cdrom\map\mapbin
649,,,field_room,tel_a12i.ctd,work\cdrom\map\mapbin
650,,,field_room,tel_b12i.bin,work\cdrom\map\mapbin
651,,,field_room,tel_b12i.prd,work\cdrom\map\mapbin
652,,,field_room,tel_b12i.ctd,work\cdrom\map\mapbin
653,,,field_room,tel_a13i.bin,work\cdrom\map\mapbin
654,,,field_room,tel_a13i.prd,work\cdrom\map\mapbin
655,,,field_room,tel_a13i.ctd,work\cdrom\map\mapbin
656,,,field_room,tel_b13i.bin,work\cdrom\map\mapbin
657,,,field_room,tel_b13i.prd,work\cdrom\map\mapbin
658,,,field_room,tel_b13i.ctd,work\cdrom\map\mapbin
659,,,field_room,tel_a14i.bin,work\cdrom\map\mapbin
660,,,field_room,tel_a14i.prd,work\cdrom\map\mapbin
661,,,field_room,tel_a14i.ctd,work\cdrom\map\mapbin
662,,,field_room,tel_b14i.bin,work\cdrom\map\mapbin
663,,,field_room,tel_b14i.prd,work\cdrom\map\mapbin
664,,,field_room,tel_b14i.ctd,work\cdrom\map\mapbin
665,,,field_room,tel_a15i.bin,work\cdrom\map\mapbin
666,,,field_room,tel_a15i.prd,work\cdrom\map\mapbin
667,,,field_room,tel_a15i.ctd,work\cdrom\map\mapbin
668,,,field_room,tel_b15i.bin,work\cdrom\map\mapbin
669,,,field_room,tel_b15i.prd,work\cdrom\map\mapbin
670,,,field_room,tel_b15i.ctd,work\cdrom\map\mapbin
671,,,field_room,tel_a16i.bin,work\cdrom\map\mapbin
672,,,field_room,tel_a16i.prd,work\cdrom\map\mapbin
673,,,field_room,tel_a16i.ctd,work\cdrom\map\mapbin
674,,,field_room,tel_b16i.bin,work\cdrom\map\mapbin
675,,,field_room,tel_b16i.prd,work\cdrom\map\mapbin
676,,,field_room,tel_b16i.ctd,work\cdrom\map\mapbin
677,,,field_room,tel_a17i.bin,work\cdrom\map\mapbin
678,,,field_room,tel_a17i.prd,work\cdrom\map\mapbin
679,,,field_room,tel_a17i.ctd,work\cdrom\map\mapbin
680,,,field_room,tel_b17i.bin,work\cdrom\map\mapbin
681,,,field_room,tel_a17i.prd,work\cdrom\map\mapbin
682,,,field_room,tel_b17i.ctd,work\cdrom\map\mapbin
683,,,field_room,tel_a18i.bin,work\cdrom\map\mapbin
684,,,field_room,tel_a18i.prd,work\cdrom\map\mapbin
685,,,field_room,tel_a18i.ctd,work\cdrom\map\mapbin
686,,,field_room,tel_b18i.bin,work\cdrom\map\mapbin
687,,,field_room,tel_a18i.prd,work\cdrom\map\mapbin
688,,,field_room,tel_b18i.ctd,work\cdrom\map\mapbin
689,,,field_room,tel_a19i.bin,work\cdrom\map\mapbin
690,,,field_room,tel_a19i.prd,work\cdrom\map\mapbin
691,,,field_room,tel_a19i.ctd,work\cdrom\map\mapbin
692,,,field_room,tel_b19i.bin,work\cdrom\map\mapbin
693,,,field_room,tel_b19i.prd,work\cdrom\map\mapbin
694,,,field_room,tel_b19i.ctd,work\cdrom\map\mapbin
695,,,field_room,tel_a20i.bin,work\cdrom\map\mapbin
696,,,field_room,tel_a20i.prd,work\cdrom\map\mapbin
697,,,field_room,tel_a20i.ctd,work\cdrom\map\mapbin
698,,,field_room,tel_b20i.bin,work\cdrom\map\mapbin
699,,,field_room,tel_b20i.prd,work\cdrom\map\mapbin
700,,,field_room,tel_b20i.ctd,work\cdrom\map\mapbin
701,,,field_room,tel_b21i.bin,work\cdrom\map\mapbin
702,,,field_room,tel_b21i.prd,work\cdrom\map\mapbin
703,,,field_room,tel_b21i.ctd,work\cdrom\map\mapbin
704,,,field_room,tel_b22e.bin,work\cdrom\map\mapbin
705,,,field_room,tel_b02f.prd,work\cdrom\map\mapbin
706,,,field_room,tel_b22e.ctd,work\cdrom\map\mapbin
707,,,field_room,tel_b23e.bin,work\cdrom\map\mapbin
708,,,field_room,tel_b01f.prd,work\cdrom\map\mapbin
709,,,field_room,tel_b23e.ctd,work\cdrom\map\mapbin
710,,,field_room,tel_b24e.bin,work\cdrom\map\mapbin
711,,,field_room,tel_b05f.prd,work\cdrom\map\mapbin
712,,,field_room,tel_b24e.ctd,work\cdrom\map\mapbin
713,,,field_room,tel_b25f.bin,work\cdrom\map\mapbin
714,,,field_room,test.prd,work\cdrom\map\mapbin
715,,,field_room,tel_b25f.ctd,work\cdrom\map\mapbin
716,,,field_room,tel_b26i.bin,work\cdrom\map\mapbin
717,,,field_room,tel_b26i.prd,work\cdrom\map\mapbin
718,,,field_room,tel_b26i.ctd,work\cdrom\map\mapbin
719,,,field_room,tel_b27i.bin,work\cdrom\map\mapbin
720,,,field_room,tel_b27i.prd,work\cdrom\map\mapbin
721,,,field_room,tel_b27i.ctd,work\cdrom\map\mapbin
722,,,field_room,tel_b28e.bin,work\cdrom\map\mapbin
723,,,field_room,tel_a04f.prd,work\cdrom\map\mapbin
724,,,field_room,tel_b28e.ctd,work\cdrom\map\mapbin
725,,,field_room,tel_b29e.bin,work\cdrom\map\mapbin
726,,,field_room,tel_b03f.prd,work\cdrom\map\mapbin
727,,,field_room,tel_b29e.ctd,work\cdrom\map\mapbin
728,,,field_room,tel_b30e.bin,work\cdrom\map\mapbin
729,,,field_room,tel_b03f.prd,work\cdrom\map\mapbin
730,,,field_room,tel_b30e.ctd,work\cdrom\map\mapbin
731,,,field_room,tel_b31e.bin,work\cdrom\map\mapbin
732,,,field_room,tel_b03f.prd,work\cdrom\map\mapbin
733,,,field_room,tel_b31e.ctd,work\cdrom\map\mapbin
734,,,field_room,man_a01f.bin,work\cdrom\map\mapbin
735,,,field_room,man_a01f.prd,work\cdrom\map\mapbin
736,,,field_room,man_a01f.ctd,work\cdrom\map\mapbin
737,,,field_room,man_b01f.bin,work\cdrom\map\mapbin
738,,,field_room,man_a01f.prd,work\cdrom\map\mapbin
739,,,field_room,man_b01f.ctd,work\cdrom\map\mapbin
740,,,field_room,man_a02f.bin,work\cdrom\map\mapbin
741,,,field_room,man_a02f.prd,work\cdrom\map\mapbin
742,,,field_room,man_a02f.ctd,work\cdrom\map\mapbin
743,,,field_room,man_b02f.bin,work\cdrom\map\mapbin
744,,,field_room,man_a02f.prd,work\cdrom\map\mapbin
745,,,field_room,man_b02f.ctd,work\cdrom\map\mapbin
746,,,field_room,man_a03f.bin,work\cdrom\map\mapbin
747,,,field_room,man_a03f.prd,work\cdrom\map\mapbin
748,,,field_room,man_a03f.ctd,work\cdrom\map\mapbin
749,,,field_room,man_b03f.bin,work\cdrom\map\mapbin
750,,,field_room,man_a03f.prd,work\cdrom\map\mapbin
751,,,field_room,man_b03f.ctd,work\cdrom\map\mapbin
752,,,field_room,man_a04d.bin,work\cdrom\map\mapbin
753,,,field_room,man_a04d.prd,work\cdrom\map\mapbin
754,,,field_room,man_a04d.ctd,work\cdrom\map\mapbin
755,,,field_room,man_b04d.bin,work\cdrom\map\mapbin
756,,,field_room,man_b04d.prd,work\cdrom\map\mapbin
757,,,field_room,man_b04d.ctd,work\cdrom\map\mapbin
758,,,field_room,man_a05f.bin,work\cdrom\map\mapbin
759,,,field_room,man_a05f.prd,work\cdrom\map\mapbin
760,,,field_room,man_a05f.ctd,work\cdrom\map\mapbin
761,,,field_room,man_b05f.bin,work\cdrom\map\mapbin
762,,,field_room,man_a05f.prd,work\cdrom\map\mapbin
763,,,field_room,man_b05f.ctd,work\cdrom\map\mapbin
764,,,field_room,man_b06f.bin,work\cdrom\map\mapbin
765,,,field_room,man_a03f.prd,work\cdrom\map\mapbin
766,,,field_room,man_b06f.ctd,work\cdrom\map\mapbin
767,,,field_room,chi_a01d.bin,work\cdrom\map\mapbin
768,,,field_room,chi_a01d.prd,work\cdrom\map\mapbin
769,,,field_room,chi_a01d.ctd,work\cdrom\map\mapbin
770,,,field_room,chi_b01d.bin,work\cdrom\map\mapbin
771,,,field_room,chi_a01d.prd,work\cdrom\map\mapbin
772,,,field_room,chi_b01d.ctd,work\cdrom\map\mapbin
773,,,field_room,chi_a02d.bin,work\cdrom\map\mapbin
774,,,field_room,chi_a02d.prd,work\cdrom\map\mapbin
775,,,field_room,chi_a02d.ctd,work\cdrom\map\mapbin
776,,,field_room,chi_b02d.bin,work\cdrom\map\mapbin
777,,,field_room,chi_b02d.prd,work\cdrom\map\mapbin
778,,,field_room,chi_b02d.ctd,work\cdrom\map\mapbin
779,,,field_room,chi_a03d.bin,work\cdrom\map\mapbin
780,,,field_room,chi_a03d.prd,work\cdrom\map\mapbin
781,,,field_room,chi_a03d.ctd,work\cdrom\map\mapbin
782,,,field_room,chi_b03d.bin,work\cdrom\map\mapbin
783,,,field_room,chi_b03d.prd,work\cdrom\map\mapbin
784,,,field_room,chi_b03d.ctd,work\cdrom\map\mapbin
785,,,field_room,chi_a04d.bin,work\cdrom\map\mapbin
786,,,field_room,test.prd,work\cdrom\map\mapbin
787,,,field_room,chi_a04d.ctd,work\cdrom\map\mapbin
788,,,field_room,chi_b04d.bin,work\cdrom\map\mapbin
789,,,field_room,test.prd,work\cdrom\map\mapbin
790,,,field_room,chi_b04d.ctd,work\cdrom\map\mapbin
791,,,field_room,jac_a01f.bin,work\cdrom\map\mapbin
792,,,field_room,jac_a01f.prd,work\cdrom\map\mapbin
793,,,field_room,jac_a01f.ctd,work\cdrom\map\mapbin
794,,,field_room,jac_b01f.bin,work\cdrom\map\mapbin
795,,,field_room,jac_b01f.prd,work\cdrom\map\mapbin
796,,,field_room,jac_b01f.ctd,work\cdrom\map\mapbin
797,,,field_room,jac_a02f.bin,work\cdrom\map\mapbin
798,,,field_room,jac_a02f.prd,work\cdrom\map\mapbin
799,,,field_room,jac_a02f.ctd,work\cdrom\map\mapbin
800,,,field_room,jac_b02f.bin,work\cdrom\map\mapbin
801,,,field_room,jac_a02f.prd,work\cdrom\map\mapbin
802,,,field_room,jac_b02f.ctd,work\cdrom\map\mapbin
803,,,field_room,jac_a03f.bin,work\cdrom\map\mapbin
804,,,field_room,jac_a03f.prd,work\cdrom\map\mapbin
805,,,field_room,jac_a03f.ctd,work\cdrom\map\mapbin
806,,,field_room,jac_b03f.bin,work\cdrom\map\mapbin
807,,,field_room,jac_a03f.prd,work\cdrom\map\mapbin
808,,,field_room,jac_b03f.ctd,work\cdrom\map\mapbin
809,,,field_room,jac_a04f.bin,work\cdrom\map\mapbin
810,,,field_room,jac_a04f.prd,work\cdrom\map\mapbin
811,,,field_room,jac_a04f.ctd,work\cdrom\map\mapbin
812,,,field_room,jac_b04f.bin,work\cdrom\map\mapbin
813,,,field_room,jac_a04f.prd,work\cdrom\map\mapbin
814,,,field_room,jac_b04f.ctd,work\cdrom\map\mapbin
815,,,field_room,jac_a05f.bin,work\cdrom\map\mapbin
